"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that the user was able to successfully registered","3906","Test user registration","","Thu May 15 14:28:11 EEST 2025","passed","Thu May 15 14:28:14 EEST 2025","TestRegistration","test_registration","",""
